"Type","District or Type","School Name","Address","City","Grade","Zip Code","Phone","Website","Administrator"
"D","Tanque Verde Unified School District","Tanque Verde High School","4201 N. Melpomene","Tucson","9-12",85749,"(520)749-3838","http://www.tanq.org/tvsd/egray/egray.html","Robert Lombardi"
"D","Tucson Unified School District","ArtWORKS! Academy","3601 E. Broadway Blvd.","Tucson","9-12",85716,"881-8537","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Aztec Middle College (East)","8181 E. Irvington (PCC East)","Tucson","9-12",85709,"206-7423","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Aztec Middle College (NW)","7600 N. Shannon (PCC NW)","Tucson","9-12, US",85741,"206-2258","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Aztec Middle College (West)","2202 W. Anklam (PCC West)","Tucson","9-12, US",85719,"206-6841","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Banks Elementary School","3200 S. Lead Flower","Tucson","K-5",85735,"908-5700","http://edweb.tusd.k12.az.us/Banks","Velma Castaneda-Titone"
"D","Tucson Unified School District","Blenman Elementary School","1695 N. Country Club","Tucson","K-5",85716,"232-6500","http://blenmantech.tusd.k12.az.us","Bobbe Woods"
"D","Tucson Unified School District","Bloom Elementary School","8310 E. Pima St.","Tucson","K-5",85715,"731-3700","http://edweb.tusd.k12.az.us/Bloom","Diane Quevedo"
"D","Tucson Unified School District","Bonillas Magnet Elementary School","4757 E. Winsett","Tucson","K-5",85711,"232-6600",,"Richard Romero"
"D","Tucson Unified School District","Booth-Fickett Magnet Elementary School","450 S. Montego Dr.","Tucson","K-5",85710,"731-3800","http://edweb.tusd.k12.az.us/Booth_Fickett","Rosanne Neal"
"D","Tucson Unified School District","Booth-Fickett Math/Science Magnet School","450 S. Montego Dr.","Tucson","6-8",85710,"731-3800","http://edweb.tusd.k12.az.us/Booth_Fickett","Rosanne Neal"
"D","Tucson Unified School District","Borman Elementary School","6630 Lightning Dr.","Tucson","K-5",85708,"584-4600","http://edweb.tusd.k12.az.us/Borman","Chad Knippen"
"D","Tucson Unified School District","Borton Primary Magnet School","700 E. 22nd St.","Tucson","K-2",85713,"225-1000","http://edweb.tusd.k12.az.us/Borton","Teresa Melendez"
"D","Tucson Unified School District","Brichta Elementary School","2110 W. Brichta Dr.","Tucson","K-6",85745,"225-1100","http://edweb.tusd.k12.az.us/Brichta","Sabrina Cruz"
"D","Tucson Unified School District","Broadway Alternative Middle School","2102 E. Broadway Blvd.","Tucson","6-8, UE",85719,"225-2510","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Carrillo Intermediate Magnet School","440 S. Main Ave.","Tucson","3-5",85701,"225-1200","http://edweb.tusd.k12.az.us/Carrillo","Maria Marin"
"D","Tucson Unified School District","Carson Middle School","7777 E. Stella Rd.","Tucson","6-8",85730,"584-4700","http://edweb.tusd.k12.az.us/Carson","Mary Quinnan"
"D","Tucson Unified School District","Catalina Magnet High School","3645 E. Pima St.","Tucson","9-12",85716,"232-8400","http://edweb.tusd.k12.az.us/Catalina","W. Daniel Bailey"
"D","Tucson Unified School District","Cavett Elementary School","2120 E. Naco Vista Dr.","Tucson","K-5",85713,"225-1300","http://edweb.tusd.k12.az.us/Cavett","Jeanne Herron"
"D","Tucson Unified School District","Cholla Magnet High School","2001 W. Starr Pass Blvd.","Tucson","9-12",85713,"225-4000","http://edweb.tusd.k12.az.us/Cholla","Sam Giangardella"
"D","Tucson Unified School District","Collier Elementary School","3900 N. Bear Canyon Rd.","Tucson","K-5",85749,"584-4800","http://edweb.tusd.k12.az.us/Collier","Joyce Geranis"
"D","Tucson Unified School District","Corbett Elementary School","5949 E. 29th St.","Tucson","K-5",85711,"584-4900","http://www.corbettschool.org","Joyce Dillon"
"D","Tucson Unified School District","Cragin Elementary School","2945 N. Tucson Blvd.","Tucson","K-5",85716,"232-6700","http://edweb.tusd.k12.az.us/Cragin","Pearl Miller"
"D","Tucson Unified School District","Davidson Elementary School","3915 E. Fort Lowell","Tucson","K-5",85712,"232-6800","http://edweb.tusd.k12.az.us/Davidson","Arthur DeFilippo"
"D","Tucson Unified School District","Davis Magnet Elementary School","500 W. St. Mary's Rd.","Tucson","K-5",85705,"225-1400","http://edweb.tusd.k12.az.us/Davis","Christopher Loya"
"D","Tucson Unified School District","Dietz Elementary School","7575 E. Palma","Tucson","K-5",85710,"731-4000","http://edweb.tusd.k12.az.us/Dietz","Lisa McCorkle"
"D","Tucson Unified School District","Direct Link","445 S. Park","Tucson","K-12",85719,"225-2698","http://instech.tusd.k12.az.us/directlink","Kathryn Martin"
"D","Tucson Unified School District","Dodge Magnet Middle School","5831 E. Pima St.","Tucson","6-8",85712,"731-4100","http://edweb.tusd.k12.az.us/Dodge","Catherine Comstock"
"D","Tucson Unified School District","Doolen Middle School","2400 N. Country Club.","Tucson","6-8",85716,"232-6900","http://edweb.tusd.k12.az.us/Doolen","E. Faye West"
"D","Tucson Unified School District","Downtown Alternative High School","39 N. 6th Ave.","Tucson","9-12, US",85701,"622-2979","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Drachman Primary Magnet School","1085 S. 10th Ave.","Tucson","K-2",85701,"225-1500","http://edweb.tusd.k12.az.us/Drachman","Gloria Barnett"
"D","Tucson Unified School District","Drake Alternative Middle School","445 S. Park","Tucson","6-8, UE",85719,"558-2643","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Duffy Elementary School","5145 E. 5th St.","Tucson","K-5",85711,"232-7000","http://edweb.tusd.k12.az.us/Duffy","Richard Foster"
"D","Tucson Unified School District","Dunham Elementary School","9850 E. 29th St.","Tucson","K-5",85748,"731-4200","http://edweb.tusd.k12.az.us/Dunham","John Bellisario"
"D","Tucson Unified School District","Erickson Elementary School","6750 E. Stella Rd.","Tucson","K-5",85730,"584-5000","http://edweb.tusd.k12.az.us/Erickson","David Overstreet"
"D","Tucson Unified School District","Ford Elementary School","8001 E. Stella Rd.","Tucson","K-5",85730,"731-4300","http://edweb.tusd.k12.az.us/Ford","Ana Gallegos"
"D","Tucson Unified School District","Fort Lowell Elementary School","5151 E. Pima St.","Tucson","K-6",85712,"232-7100",,"Andrew Kent"
"D","Tucson Unified School District","Fruchthendler Elementary School","7470 E. Cloud Rd.","Tucson","K-5",85715,"731-4400","http://edweb.tusd.k12.az.us/Fruchthendler","John Heidel (interim)"
"D","Tucson Unified School District","Gale Elementary School","678 S. Gollob Rd.","Tucson","K-5",85710,"731-4500","http://edweb.tusd.k12.az.us/Gale","Paula Godfrey"
"D","Tucson Unified School District","Gridley Middle School","350 S. Harrison Rd.","Tucson","6-8",85748,"731-4600","http://edweb.tusd.k12.az.us/Gridley","Kathleen Scheppe"
"D","Tucson Unified School District","Grijalva Elementary School","1795 W. Drexel Rd.","Tucson","K-5",85746,"908-3600","http://edweb.tusd.k12.az.us/Grijalva","Anna Rivera"
"D","Tucson Unified School District","Henry Elementary School","650 N. Igo Way","Tucson","K-5",85710,"731-4700","http://edweb.tusd.k12.az.us/Henry","Mary Ann Jackson"
"D","Tucson Unified School District","Hohokam Middle School","7400 S. Settler Rd.","Tucson","6-8",85746,"908-3700","http://edweb.tusd.k12.az.us/Hohokam","John Michel"
"D","Tucson Unified School District","Holladay Intermediate Magnet School","1110 E. 33rd St.","Tucson","3-5",85713,"225-1600","http://edweb.tusd.k12.az.us/Holladay","Elizabeth Redondo"
"D","Tucson Unified School District","Hollinger Elementary School","150 W. Ajo Way","Tucson","K-5",85713,"225-1700","http://edweb.tusd.k12.az.us/Hollinger","Kathy Bolles"
"D","Tucson Unified School District","Howell Elementary School","401 N. Irving","Tucson","K-5",85711,"232-7200","http://edweb.tusd.k12.az.us/Howell","Joan Gilbert"
"D","Tucson Unified School District","Howenstine Magnet High School","555 S. Tucson Blvd.","Tucson","9-12",85719,"232-7300","http://edweb.tusd.k12.az.us/Howenstine","Jimmy Hart"
"D","Tucson Unified School District","Hudlow Elementary School","502 N. Caribe","Tucson","K-5",85710,"731-4800","http://edweb.tusd.k12.az.us/Hudlow","Cheri LaRochelle"
"D","Tucson Unified School District","Hughes Elementary School","700 N. Wilson","Tucson","K-5",85719,"232-7400","http://edweb.tusd.k12.az.us/Sam_Hughes","Roseanne DeCesari"
"D","Tucson Unified School District","Jefferson Park Elementary School","1701 E. Seneca","Tucson","K-5",85719,"232-7500","http://edweb.tusd.k12.az.us/JP","Chipper Henning (interim)"
"D","Tucson Unified School District","Johnson Primary School","6060 S. Joseph Ave.","Tucson","K-2",85746,"908-3800","http://edweb.tusd.k12.az.us/Johnson","Dan Weisz"
"D","Tucson Unified School District","Kellond Elementary School","6606 E. Lehigh Dr.","Tucson","K-6",85710,"584-5100","http://edweb.tusd.k12.az.us/Kellond","Pamela Clarridge"
"D","Tucson Unified School District","Lawrence Intermediate School","4850 W. Jeffrey Rd.","Tucson","3-5",85746,"908-3900","http://edweb.tusd.k12.az.us/Lawrence","Jon Ben-Asher"
"D","Tucson Unified School District","Lineweaver Elementary School","461 S. Bryant","Tucson","K-5",85711,"232-7700","http://edweb.tusd.k12.az.us/Lineweaver","Jane Klipp (interim)"
"D","Tucson Unified School District","Lynn/Urquides Elementary School","1573 W. Ajo Way","Tucson","K-5",85713,"908-4000","http://edweb.tusd.k12.az.us/Lynn_Urquides","Patricia Flores"
"D","Tucson Unified School District","Lyons Elementary School","7555 E. Dogwood","Tucson","K-5",85730,"584-6600","http://edweb.tusd.k12.az.us/Lyons","Sheila Govern"
"D","Tucson Unified School District","Magee Middle School","8300 E. Speedway Blvd.","Tucson","6-8",85710,"731-5000","http://www.mageemiddleschool.com","Jonathan Becker"
"D","Tucson Unified School District","Maldonado Elementary School","3535 W. Messala Way","Tucson","K-5",85746,"908-4100","http://edweb.tusd.k12.az.us/Maldonado","Yolanda Saldate"
"D","Tucson Unified School District","Mansfeld Middle School","1300 E. 6th St.","Tucson","6-8",85719,"225-1800","http://edweb.tusd.k12.az.us/Mansfeld","David Berry"
"D","Tucson Unified School District","Manzo Elementary School","855 N. Melrose","Tucson","K-5",85745,"225-1900","http://edweb.tusd.k12.az.us/Manzo","Jerry Gallegos"
"D","Tucson Unified School District","Marshall Elementary School","9066 E. 29th St.","Tucson","K-5",85710,"731-4900","http://edweb.tusd.k12.az.us/Marshall","Timothy Boyd"
"D","Tucson Unified School District","Mary Meredith K-12 School","755 N. Magnolia.","Tucson","K-12",85711,"232-8200","http://edweb.tusd.k12.az.us/Mary_Meredith","Sabrina Hallman"
"D","Tucson Unified School District","Maxwell Middle School","2802 W. Anklam Rd.","Tucson","6-8",85745,"225-2000","http://edweb.tusd.k12.az.us/Maxwell","Francisco Fuentes"
"D","Tucson Unified School District","Menlo Park Elementary School","1100 W. Fresno","Tucson","K-5",85745,"225-2100","http://edweb.tusd.k12.az.us/Menlo_Park","Patricia McElroy"
"D","Tucson Unified School District","Miles Exploratory Learning Center Elementary School","1400 E. Broadway Blvd.","Tucson","K-5",85719,"225-2200","http://edweb.tusd.k12.az.us/Miles","Carolyn Eldridge"
"D","Tucson Unified School District","Miles Exploratory Learning Center Middle School","1400 E. Broadway Blvd.","Tucson","6-8",85719,"225-2200","http://edweb.tusd.k12.az.us/Miles","Carolyn Eldridge"
"D","Tucson Unified School District","Miller Elementary School","6951 S. Camino de la Tierra","Tucson","K-6",85746,"908-4200","http://edweb.tusd.k12.az.us/Miller","Cathryn DeSalvo"
"D","Tucson Unified School District","Mission View Elementary School","2600 S. 8th Ave.","Tucson","K-5",85713,"225-2300","http://edweb.tusd.k12.az.us/Mission_View","Patricia Mentz"
"D","Tucson Unified School District","Myers/Ganoung Elementary School","5000 E. Andrew","Tucson","K-5",85711,"584-6700","http://edweb.tusd.k12.az.us/MyersGanoung","Barbara Gonzales"
"D","Tucson Unified School District","Naylor Middle School","1701 S. Columbus Blvd.","Tucson","6-8",85711,"584-6800","http://edweb.tusd.k12.az.us/Naylor","Alice McBride"
"D","Tucson Unified School District","Ochoa Elementary School","101 W. 25th St.","Tucson","K-5",85713,"225-2400",,"Heidi Aranda"
"D","Tucson Unified School District","Oyama Elementary School","2700 S. La Cholla Blvd.","Tucson","K-5",85713,"225-5700","http://edweb.tusd.k12.az.us/Oyama","Jeanette Morales"
"D","Tucson Unified School District","PACE Alternative High School","594 S. Campbell Ave.","Tucson","US",85719,"225-4917","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Palo Verde Magnet High School","1302 S. Avenida Vega","Tucson","9-12",85710,"584-7400","http://edweb.tusd.k12.az.us/PaloVerde","Richard Gastellum (interim)"
"D","Tucson Unified School District","PASS Alternative High School","2102 E. Broadway Blvd.","Tucson","9-12, US",85719,"225-2500","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Pistor Middle School","5455 S. Cardinal Ave.","Tucson","6-8",85746,"908-5400","http://edweb.tusd.k12.az.us/Pistor","Kathryn Manley-Crockett"
"D","Tucson Unified School District","Project MORE High School","440 S. Park","Tucson","9-12",85719,"225-2600","http://edweb.tusd.k12.az.us/Alternative_Ed","Robert Mackay"
"D","Tucson Unified School District","Pueblo Gardens Elementary School","2210 E. 33rd St.","Tucson","K-5",85713,"225-2700","http://edweb.tusd.k12.az.us/Pueblo_Gardens","Marco Ramirez"
"D","Tucson Unified School District","Pueblo Magnet High School","3500 S. 12th Ave.","Tucson","9-12",85713,"225-4300","http://edweb.tusd.k12.az.us/Pueblo","Patricia Dienz"
"D","Tucson Unified School District","Reynolds Elementary School","7450 E. Stella Rd.","Tucson","K-5",85730,"584-6900","http://edweb.tusd.k12.az.us/Reynolds","Janet Jordan"
"D","Tucson Unified School District","Richey Elementary School","2209 N. 15th Ave.","Tucson","K-8",85705,"225-2800","http://edweb.tusd.k12.az.us/Richey","Helen Grijalva"
"D","Tucson Unified School District","Rincon High School","421 N. Arcadia Blvd.","Tucson","9-12",85711,"232-5600","http://edweb.tusd.k12.az.us/Rincon","Angela Julien"
"D","Tucson Unified School District","Roberts Elementary School","4355 E. Calle Aurora","Tucson","K-5",85711,"584-7000","http://edweb.tusd.k12.az.us/Roberts","Marcos Quijada"
"D","Tucson Unified School District","Robins Elementary School","3939 N. Magnetite","Tucson","K-5",85745,"908-4300","http://edweb.tusd.k12.az.us/Robins","Maggie Shafer"
"D","Tucson Unified School District","Robison Elementary School","2745 E. 18th St.","Tucson","K-5",85716,"232-7800",,"Robert Pitts"
"D","Tucson Unified School District","Rogers Elementary School","6000 E. 15th St.","Tucson","K-6",85711,"584-7100","http://edweb.tusd.k12.az.us/Rogers","Annabel Crites, Marcia Wolf"
"D","Tucson Unified School District","Rose Elementary School","710 W. Michigan Dr.","Tucson","K-5",85714,"908-4400","http://edweb.tusd.k12.az.us/Rose","Stephen Trejo"
"D","Tucson Unified School District","Roskruge Elementary Magnet School","501 E. 6th St.","Tucson","K-5",85705,"225-2900","http://edweb.tusd.k12.az.us/Roskruge","Theresa Roybal"
"D","Tucson Unified School District","Roskruge Magnet Middle School","501 E. 6th St.","Tucson","6-8",85705,"225-2900","http://edweb.tusd.k12.az.us/Roskruge","Theresa Roybal"
"D","Tucson Unified School District","Sabino High School","5000 N. Bowes Rd.","Tucson","9-12",85749,"584-7700","http://edweb.tusd.k12.az.us/Sabino","Valerie Payne"
"D","Tucson Unified School District","Safford Elementary School","200 E. 13th St.","Tucson","K-5",85701,"225-3000","http://edweb.tusd.k12.az.us/Safford","Theresa Ross"
"D","Tucson Unified School District","Safford Engineering/Technology Magnet Middle School","200 E. 13th St.","Tucson","6-8",85701,"225-3000","http://edweb.tusd.k12.az.us/Safford","Theresa Ross"
"D","Tucson Unified School District","Sahuaro High School","545 N. Camino Seco","Tucson","9-12",85710,"731-7100","http://edweb.tusd.k12.az.us/Sahuaro","Mary Metzger"
"D","Tucson Unified School District","Santa Rita High School","3951 S. Pantano Rd.","Tucson","9-12",85730,"731-7500","http://santaritapage.com","Mark Kershner"
"D","Tucson Unified School District","Schumaker Elementary School","501 N. Maguire","Tucson","K-5",85710,"731-5200","http://edweb.tusd.k12.az.us/Schumaker","Julie Laird"
"D","Tucson Unified School District","Secrist Middle School","3400 S. Houghton Rd.","Tucson","6-8",85730,"731-5300","http://edweb.tusd.k12.az.us/Secrist","Jim Christ"
"D","Tucson Unified School District","Sewell Elementary School","425 N. Sahuara","Tucson","K-5",85711,"584-7200","http://edweb.tusd.k12.az.us/Sewell","Rosalina Armijo"
"D","Tucson Unified School District","Smith Elementary School","5741 Ironwood","Tucson","K-5",85708,"584-7300","http://edweb.tusd.k12.az.us/Smith","Albert Siqueiros"
"D","Tucson Unified School District","Soleng Tom Elementary School","10520 E. Camino Quince","Tucson","K-5",85748,"731-5400","http://edweb.tusd.k12.az.us/SolengTom","Theresa Sonnleitner"
"D","Tucson Unified School District","Southwest Alternative Middle School","6855 S. Mark Rd.","Tucson","6-8",85746,"908-3980","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Steele Elementary School","700 S. Sarnoff Dr.","Tucson","K-6",85710,"731-6800","http://edweb.tusd.k12.az.us/Steele","Daniel Erickson"
"D","Tucson Unified School District","Teenage Parent Program (TAPP)","102 N. Plumer","Tucson","6-12",85705,"225-3250","http://edweb.tusd.k12.az.us/Alternative_Ed","Linda Schloss"
"D","Tucson Unified School District","Tolson Elementary School","1000 S. Greasewood","Tucson","K-5",85745,"225-3300",,"Maria Figueroa"
"D","Tucson Unified School District","Townsend Middle School","2120 N. Beverly Blvd.","Tucson","6-8",85712,"232-7900","http://edweb.tusd.k12.az.us/Townsend","Ed Soto"
"D","Tucson Unified School District","Tucson Magnet High School","400 N. 2nd Ave.","Tucson","9-12",85705,"225-5000","http://www.thms.org","Abel Morado"
"D","Tucson Unified School District","Tully Elementary Accelerated Magnet School","1701 W. El Rio Dr.","Tucson","K-6",85745,"225-3400","http://edweb.tusd.k12.az.us/Tully","Judith Carlsten"
"D","Tucson Unified School District","University High School","421 N. Arcadia Blvd.","Tucson","9-12",85711,"232-5900","http://edweb.tusd.k12.az.us/University","Stuart Baker"
"D","Tucson Unified School District","Utterback Magnet Middle School","3233 S. Pinal Vista.","Tucson","6-8",85713,"225-3500","http://edweb.tusd.k12.az.us/Utterback","Debbie Summers"
"D","Tucson Unified School District","Vail Middle School","5350 E. 16th St.","Tucson","6-8",85711,"584-5400","http://edweb.tusd.k12.az.us/Vail","David Ross"
"D","Tucson Unified School District","Valencia Middle School","4400 W. Irvington Rd.","Tucson","6-8",85746,"908-4500","http://edweb.tusd.k12.az.us/Valencia","Violet Bingham"
"D","Tucson Unified School District","Van Buskirk Elementary School","725 E. Fair","Tucson","K-5",85714,"225-3700","http://edweb.tusd.k12.az.us/VanBuskirk","Chandra Thomas"
"D","Tucson Unified School District","Van Horne Elementary School","7550 E. Pima St.","Tucson","K-5",85715,"731-6900","http://edweb.tusd.k12.az.us/Van_Horne","Cheryl Alston-Bing"
"D","Tucson Unified School District","Vesey Elementary School","5005 S. Butts Rd.","Tucson","K-5",85746,"908-4600","http://edweb.tusd.k12.az.us/Vesey","Edidtsa Michel"
"D","Tucson Unified School District","Wakefield Middle School","101 W. 44th St.","Tucson","6-8",85713,"225-3800","http://edweb.tusd.k12.az.us/Wakefield","Carmen Kemery"
"D","Tucson Unified School District","Warren Elementary School","3505 W. Milton Rd.","Tucson","K-5",85746,"908-4700","http://edweb.tusd.k12.az.us/Warren","Marianne Hernandez"
"D","Tucson Unified School District","Wheeler Elementary School","1818 Avenida del Sol","Tucson","K-5",85710,"584-5500","http://edweb.tusd.k12.az.us/Wheeler","Stacia Emert"
"D","Tucson Unified School District","White Elementary School","2315 W. Canada St.","Tucson","K-5",85746,"908-5300","http://edweb.tusd.k12.az.us/White","David Dodge"
"D","Tucson Unified School District","Whitmore Elementary School","5330 E. Glenn","Tucson","K-5",85712,"232-8000","http://edweb.tusd.k12.az.us/Whitmore","Kristine Hansen"
"D","Tucson Unified School District","Wright Elementary School","4311 E. Linden","Tucson","K-5",85712,"232-8100","http://edweb.tusd.k12.az.us/Wright","Lisa Langford"
"D","Tucson Unified School District","Wrightstown Elementary School","8950 E. Wrightstown Rd.","Tucson","K-5",85715,"731-7000","http://edweb.tusd.k12.az.us/Wrightstown","Carolyn Patterson"
"D","Vail Unified School District","Acacia Elementary School","12955 E. Colossal Cave Rd.","Vail","K-5",85641,"762-2200","http://aca.vail.k12.az.us","Laurie Enery"
"D","Vail Unified School District","Cienega High School","12775 E. Old Vail Rd.","Vail","9-12",85641,"762-2800","http://chs.vail.k12.az.us","Tricia Pena"
"D","Vail Unified School District","Cottonwood Elementary School","9950 E. Rees Loop","Tucson","K-5",85747,"762-2600","http://www.vail.k12.az.us/cwehome/index","Carol Golembiewski"
"D","Vail Unified School District","Desert Sky Middle School","9850 E. Rankin Loop","Tucson","6-8",85747,"762-2700","http://ds.vail.k12.az.us","Kevin Carney"
"D","Vail Unified School District","Desert Willow Elementary School","9400 E. Esmond Loop","Tucson","K-5",85747,"762-2300","http://dwe.vail.k12.az.us","Deborah Frazelle"
"D","Vail Unified School District","Mesquite Elementary School","9455 E. Rita Rd.","Tucson","K-8",85747,"762-2100","http://mes.vail.k12.az.us","Connie Erickson"
"D","Vail Unified School District","Old Vail Middle School","13299 E. Colossal Cave Rd.","Vail","6-8",85641,"762-2400","http://ovms.vail.k12.az.us","Margaret Steuer"
"D","Vail Unified School District","Pantano High School","12775 E. Old Vail Rd.","Vail","9-12",85641,"762-2880",,"Heather Pletnick"
"D","Vail Unified School District","Sycamore Elementary School","16701 S. Houghton","Corona","K-5",85641,"762-2500","http://syc.vail.k12.az.us","Ken Graff"
"P","Private","A Child's View School","2854 W. Drexel Rd.","Tucson","K-6",85746,"578-1156",,"Morrie Shaw"
"P","Private","Ajo Calvary Christian Academy","740 Rocalla Ave.","Ajo","K-6",85321,"387-6242",,
"P","Private","Al-Huda Islamic School","901 E. 1st St.","Tucson","K-4",85719,"624-3233",,
"P","Private","Carden Christian Academy Central","2727 N. Swan","Tucson","PreK-8",85712,"318-3824",,"Diana Marquez"
"P","Private","Casa Ninos School of Montessori","1 W. Orange Grove Rd.","Tucson","PreK-3",85704,"297-3898",,"Jessica Zarling"
"P","Private","Casa Ninos School of Montessori","8655 E. Broadway","Tucson","PreK-5",85710,"751-1454",,"Terri Zarling  Jenny Ruth"
"P","Private","Casas Christian School","10801 N. La Cholla Blvd.","Tucson","K-8",85742,"297-0922",,"Eric Dowdle"
"P","Private","Castlehill Country Day School","3225 N. Craycroft Rd.","Tucson","PreS-5",85712,"795-0008",,"Arline Schlossberg"
"P","Private","Cornerstone Christian Academy","2150 E. Orange Grove Rd.","Tucson","K-6",85718,"529-7080","http://www.cca-tucson.org","Thomas Askew"
"P","Private","Desert Christian Elementary School","7525 E. Speedway","Tucson","K-5",85710,"885-4800","http://www.desertchristianschools.org","Char Beecher"
"P","Private","Desert Christian High School","7777 E. Speedway Blvd.","Tucson","9-12",85710,"298-5817","http://www.desertchristianschools.org","Allen Nielsen"
"P","Private","Desert Christian Middle School","7525 E. Speedway","Tucson","6-8",85710,"795-7161","http://www.desertchristianschools.org","Dennis O'Reilly"
"P","Private","Dove Christian School","166 E. Roger Road","Tucson","K-12",85705,"696-0884",,"Harold Semrock"
"P","Private","Enchanted Desert School and Playgarden","3238 E. 1st St.","Tucson","PreK-K",85716,"325-5058","http://www.tucsonwaldorf.org","Margery Bates   Kimberlyn McGreal"
"P","Private","Enchanted Desert School and Playgarden","3349 E. Presido Rd.","Tucson","1-6",85716,"325-5514","http://www.tucsonwaldorf.org","Margery Bates   Kimberlyn McGreal"
"P","Private","Faith Community Academy","2551 W. Orange Grove Rd.","Tucson","PreS-6",85741,"742-4189","http://www.faithtucson.org","Royce Nelsestuen"
"P","Private","Faith Lutheran School","3925 E. 5th St.","Tucson","PreK-6",85711,"881-0670","http://www.faith-lutheran.org","Angie Espenson"
"P","Private","Fenster School","8500 E. Ocotillo Rd.","Tucson"," 9-12",85750,"749-3340","http://www.fenster-school.com","Don Saffer"
"P","Private","First Southern Christian School","445 E. Speedway Blvd.","Tucson","PreK-6",85705,"624-9797","http://www.fsbctucson.org","David English"
"P","Private","Fountain of Life Lutheran School","710 S. Kolb Rd.","Tucson","PreK-8",85710,"514-7688","http://www.follutheran.org","John Schultz"
"P","Private","Green Fields Country Day School","6000 N. Camino De La Tierra","Tucson","1-12",85741,"297-2288","http://www.greenfields.org","Rick Belding"
"P","Private","Immaculate Heart Academy","410 E. Magee Rd.","Tucson","PreK-8",85704,"297-6672",,"Dan Ethridge"
"P","Private","Immaculate Heart High School","625 E. Magee Rd.","Tucson"," 9-12",85704,"297-2851",,"Dan Ethridge"
"P","Private","Ironwood Hills School","2245 W. Ironwood Hills Drive","Tucson"," 1-12",85745,"624-3896",,"John Morgan"
"P","Private","Kino School","6625 N. First Ave.","Tucson"," PreK-12",85718,"297-7278","http://www.kino-school.org","David Anderson, Mary Jane Cera, Mary Ann Higgins"
"P","Private","Our Mother of Sorrows School","1800 S. Kolb Rd.","Tucson"," PreK-8",85710,"747-1027","http://www.omosparish.org","Robert Yarnell"
"P","Private","Palo Verde Christian School","2151 N. Palo Verde Blvd","Tucson"," K-8",85716,"327-6683","http://www.pvctucson.com","Pamela Barr"
"P","Private","PIMA Academy","8050 E Tanque Verde Rd","Tucson","K-9",85749,"760-1234","http://www.pima.com","Christina Ouillette"
"P","Private","Pusch Ridge Christian Academy","9500 N. Oracle Rd.","Tucson"," 6-12",85737,"797-0107","http://www.prca-tucson.org","Eric Abrams"
"P","Private","Redeemer Evangelical Lutheran School","8845 N. Silverbell Rd.","Tucson","PreK-8",85743,"572-8136","http://www.redeemertucson.org","Jared Rathje"
"P","Private","River of Life Christian School","6902 E. Golf Links Rd.","Tucson"," K-12",85730,"790-7082","http://www.tucsonriveroflife.com","Denise Garcia"
"P","Private","Salpointe Catholic High School","1545 E Copper St.","Tucson"," 9-12",85719,"327-6581","http://www.salpointe.org","Jeffrey Mounts"
"P","Private","San Miguel Catholic High School","212 W. Medina","Tucson","9",85706,"294-6403","http://www.sanmiguelhigh.com","Br. Nick Gonzalez"
"P","Private","San Xavier Mission School","1980 W. San Xavier Rd.","Tucson"," K-8",85746,"294-0628",,"Sr. Jackie Koenig"
"P","Private","Santa Cruz Catholic School","29 W.22nd St.","Tucson"," PreK-8",85713,"624-2093",,"Sr. Leonette Kochan"
"P","Private","Satori School","3801 N. First Ave.","Tucson","PreS-1",85719,"887-4003","http://www.satorischool.org","Phyllis Gold"
"P","Private","SS. Peter and Paul Catholic School","1436 N. Campbell Ave.","Tucson"," K-8",85719,"325-2431",,"Sr. Ann Patrick Adams"
"P","Private","St. Ambrose Catholic Elementary","300 S. Tucson Blvd.","Tucson"," PreK-8",85716,"882-8678",,"Leslie Shultz-Crist"
"P","Private","St. Augustine Catholic High School","8800 E. 22nd St.","Tucson","9-10",85710,"751-8300","http://www.staugustinehigh.com","Tyler Bangert"
"P","Private","St. Cyril School","4725 E. Pima St.","Tucson"," K-8",85712,"881-4240",,"Ann Zeches"
"P","Private","St. Elizabeth Ann Seton","8650 N. Shannon Rd.","Tucson","PreK-4",85742,"219-7650","http://www.school.seastucson.org","Suzanne Shadonix"
"P","Private","St. Gregory College Preparatory School","3231 N. Craycroft Rd.","Tucson"," 6-12",85712,"327-6395","http://www.stgregoryschool.org","Bryn Roberts"
